ts,signal,side,delta,p_model,snr,ofi_1min,ofi_5min,entry_price,confidence,chainlink_price,binance_price,market_slug,window_start,window_end
2026-06-18T22:04:25.993086+00:00,BUY NO (DOWN),NO,-23.84,0.9553,3.398,1486803.0,1645374.0,0.72,0.9553,,62928.16,KXBTC15M-26JUN181815-15,2026-06-18T22:00:00+00:00,2026-06-18T22:15:00+00:00
2026-06-18T22:11:58.844991+00:00,BUY NO (DOWN),NO,-25.94,1.0,30.917,142656.0,435763.0,0.95,1.0,,62926.06,KXBTC15M-26JUN181815-15,2026-06-18T22:00:00+00:00,2026-06-18T22:15:00+00:00
2026-06-18T22:18:01.465521+00:00,BUY NO (DOWN),NO,-85.13,1.0,13.921,-306303.0,-726507.0,0.88,1.0,,62824.89,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:21:25.574274+00:00,BUY NO (DOWN),NO,-131.36,1.0,24.696,-60157.0,-1011209.0,0.948,1.0,,62790.0,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:22:59.341547+00:00,BUY NO (DOWN),NO,-78.61,1.0,14.762,419821.0,81071.0,0.9,1.0,,62842.75,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:24:50.597442+00:00,BUY NO (DOWN),NO,-81.35,1.0,20.007,-12474.0,469076.0,0.948,1.0,,62840.01,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:25:11.510401+00:00,BUY NO (DOWN),NO,-75.36,1.0,19.779,27615.0,471770.0,0.928,1.0,,62845.99,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:26:14.156875+00:00,BUY NO (DOWN),NO,-71.37,1.0,23.487,90668.0,587148.0,0.9390000000000001,1.0,,62849.99,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:26:36.690868+00:00,BUY NO (DOWN),NO,-57.36,1.0,20.975,130625.0,644630.0,0.947,1.0,,62864.0,KXBTC15M-26JUN181830-30,2026-06-18T22:15:00+00:00,2026-06-18T22:30:00+00:00
2026-06-18T22:33:02.223634+00:00,BUY NO (DOWN),NO,-78.09,0.9999,7.648,16282.0,-97160.0,0.8,0.9999,,62765.99,KXBTC15M-26JUN181845-45,2026-06-18T22:30:00+00:00,2026-06-18T22:45:00+00:00
2026-06-18T22:42:05.014145+00:00,BUY NO (DOWN),NO,-47.32,1.0,51.194,-119868.0,-659488.0,0.9339999999999999,1.0,,62790.78,KXBTC15M-26JUN181845-45,2026-06-18T22:30:00+00:00,2026-06-18T22:45:00+00:00
2026-06-18T22:43:05.357684+00:00,BUY NO (DOWN),NO,-30.53,1.0,47.482,-25332.0,-605686.0,0.9390000000000001,1.0,,62807.56,KXBTC15M-26JUN181845-45,2026-06-18T22:30:00+00:00,2026-06-18T22:45:00+00:00
2026-06-18T22:43:21.467704+00:00,BUY NO (DOWN),NO,-30.53,1.0,55.509,-91510.0,-452924.0,0.95,1.0,,62807.56,KXBTC15M-26JUN181845-45,2026-06-18T22:30:00+00:00,2026-06-18T22:45:00+00:00
2026-06-18T23:05:14.910401+00:00,BUY NO (DOWN),NO,-44.77,0.9992,6.34,-217116.0,176627.0,0.73,0.9992,,62841.08,KXBTC15M-26JUN181915-15,2026-06-18T23:00:00+00:00,2026-06-18T23:15:00+00:00
2026-06-18T23:06:19.625452+00:00,BUY NO (DOWN),NO,-23.86,0.9794,4.083,192559.0,70652.0,0.64,0.9794,,62862.0,KXBTC15M-26JUN181915-15,2026-06-18T23:00:00+00:00,2026-06-18T23:15:00+00:00
2026-06-18T23:09:38.406757+00:00,BUY NO (DOWN),NO,-85.18,1.0,18.814,-301209.0,-873920.0,0.945,1.0,,62800.68,KXBTC15M-26JUN181915-15,2026-06-18T23:00:00+00:00,2026-06-18T23:15:00+00:00
2026-06-18T23:48:03.819851+00:00,BUY NO (DOWN),NO,-28.98,0.9879,4.506,-20477.0,-143321.0,0.65,0.9879,,62885.45,KXBTC15M-26JUN182000-00,2026-06-18T23:45:00+00:00,2026-06-19T00:00:00+00:00
2026-06-19T00:03:00.280709+00:00,BUY NO (DOWN),NO,-51.58,1.0,13.513,3640.0,-270402.0,0.75,1.0,,62908.0,KXBTC15M-26JUN182015-15,2026-06-19T00:00:00+00:00,2026-06-19T00:15:00+00:00
2026-06-19T00:06:36.745025+00:00,BUY NO (DOWN),NO,-24.18,0.9725,3.839,-2036651.0,-1469059.0,0.6,0.9725,,62935.4,KXBTC15M-26JUN182015-15,2026-06-19T00:00:00+00:00,2026-06-19T00:15:00+00:00
2026-06-19T00:09:13.097772+00:00,BUY NO (DOWN),NO,-101.58,1.0,24.398,-1231885.0,-3691748.0,0.95,1.0,,62858.0,KXBTC15M-26JUN182015-15,2026-06-19T00:00:00+00:00,2026-06-19T00:15:00+00:00
2026-06-19T00:09:44.710099+00:00,BUY NO (DOWN),NO,-81.59,1.0,20.847,224953.0,-3601933.0,0.929,1.0,,62880.0,KXBTC15M-26JUN182015-15,2026-06-19T00:00:00+00:00,2026-06-19T00:15:00+00:00
2026-06-19T00:10:48.772733+00:00,BUY NO (DOWN),NO,-75.58,1.0,29.53,-330576.0,-4384920.0,0.945,1.0,,62884.0,KXBTC15M-26JUN182015-15,2026-06-19T00:00:00+00:00,2026-06-19T00:15:00+00:00
2026-06-19T00:11:08.242151+00:00,BUY NO (DOWN),NO,-69.39,1.0,28.519,-261692.0,-3723247.0,0.944,1.0,,62890.19,KXBTC15M-26JUN182015-15,2026-06-19T00:00:00+00:00,2026-06-19T00:15:00+00:00
2026-06-19T00:49:33.241465+00:00,BUY NO (DOWN),NO,-25.99,0.9985,5.938,-50535.0,802174.0,0.54,0.9985,,63032.01,KXBTC15M-26JUN182100-00,2026-06-19T00:45:00+00:00,2026-06-19T01:00:00+00:00
2026-06-19T00:50:38.656865+00:00,BUY NO (DOWN),NO,-27.99,0.9753,3.931,-2125382.0,-2358140.0,0.53,0.9753,,63027.63,KXBTC15M-26JUN182100-00,2026-06-19T00:45:00+00:00,2026-06-19T01:00:00+00:00
2026-06-19T01:09:27.597028+00:00,BUY NO (DOWN),NO,-21.98,1.0,8.219,15737.0,61409.0,0.74,1.0,,63000.0,KXBTC15M-26JUN182115-15,2026-06-19T01:00:00+00:00,2026-06-19T01:15:00+00:00
2026-06-19T01:12:21.251515+00:00,BUY NO (DOWN),NO,-80.0,1.0,46.121,101102.0,-86033.0,0.944,1.0,,62936.71,KXBTC15M-26JUN182115-15,2026-06-19T01:00:00+00:00,2026-06-19T01:15:00+00:00
2026-06-19T01:28:34.659917+00:00,BUY NO (DOWN),NO,-24.6,1.0,35.865,-204514.0,961323.0,0.89,1.0,,62953.71,KXBTC15M-26JUN182130-30,2026-06-19T01:15:00+00:00,2026-06-19T01:30:00+00:00
2026-06-19T01:33:00.265749+00:00,BUY NO (DOWN),NO,-32.28,0.9876,4.489,1060176.0,706446.0,0.69,0.9876,,62901.7,KXBTC15M-26JUN182145-45,2026-06-19T01:30:00+00:00,2026-06-19T01:45:00+00:00
2026-06-19T01:37:28.116262+00:00,BUY NO (DOWN),NO,-20.0,0.9898,4.638,-51329.0,46877.0,0.61,0.9898,,62913.99,KXBTC15M-26JUN182145-45,2026-06-19T01:30:00+00:00,2026-06-19T01:45:00+00:00
2026-06-19T01:39:27.514947+00:00,BUY NO (DOWN),NO,-29.53,1.0,12.94,-80199.0,-229717.0,0.6799999999999999,1.0,,62900.0,KXBTC15M-26JUN182145-45,2026-06-19T01:30:00+00:00,2026-06-19T01:45:00+00:00
2026-06-19T01:43:04.110577+00:00,BUY NO (DOWN),NO,-47.99,1.0,62.639,3721.0,-254795.0,0.943,1.0,,62885.99,KXBTC15M-26JUN182145-45,2026-06-19T01:30:00+00:00,2026-06-19T01:45:00+00:00
2026-06-19T01:44:05.108668+00:00,BUY NO (DOWN),NO,-28.0,1.0,75.848,102070.0,-129712.0,0.949,1.0,,62906.0,KXBTC15M-26JUN182145-45,2026-06-19T01:30:00+00:00,2026-06-19T01:45:00+00:00
2026-06-19T02:18:00.325884+00:00,BUY NO (DOWN),NO,-21.19,0.9653,3.631,5637.0,-568628.0,0.6599999999999999,0.9653,,63002.01,KXBTC15M-26JUN182230-30,2026-06-19T02:15:00+00:00,2026-06-19T02:30:00+00:00
2026-06-19T02:27:53.498221+00:00,BUY NO (DOWN),NO,-31.19,1.0,19.904,-181587.0,349155.0,0.71,1.0,,62992.01,KXBTC15M-26JUN182230-30,2026-06-19T02:15:00+00:00,2026-06-19T02:30:00+00:00
2026-06-19T02:28:03.703202+00:00,BUY NO (DOWN),NO,-46.4,1.0,31.226,-111703.0,283450.0,0.95,1.0,,62978.8,KXBTC15M-26JUN182230-30,2026-06-19T02:15:00+00:00,2026-06-19T02:30:00+00:00
2026-06-19T02:36:26.122182+00:00,BUY NO (DOWN),NO,-33.72,0.9847,4.325,-457991.0,-777498.0,0.6599999999999999,0.9847,,62922.36,KXBTC15M-26JUN182245-45,2026-06-19T02:30:00+00:00,2026-06-19T02:45:00+00:00
2026-06-19T02:37:33.642143+00:00,BUY NO (DOWN),NO,-20.07,0.9313,2.971,-27782.0,-460516.0,0.7,0.9313,,62936.0,KXBTC15M-26JUN182245-45,2026-06-19T02:30:00+00:00,2026-06-19T02:45:00+00:00
2026-06-19T02:39:08.585341+00:00,BUY NO (DOWN),NO,-20.08,0.9749,3.915,9319.0,-600158.0,0.75,0.9749,,62934.01,KXBTC15M-26JUN182245-45,2026-06-19T02:30:00+00:00,2026-06-19T02:45:00+00:00
2026-06-19T03:03:00.448982+00:00,BUY NO (DOWN),NO,-35.99,1.0,8.346,-63689.0,-331705.0,0.72,1.0,,62973.99,KXBTC15M-26JUN182315-15,2026-06-19T03:00:00+00:00,2026-06-19T03:15:00+00:00
2026-06-19T03:04:26.179518+00:00,BUY NO (DOWN),NO,-21.77,0.9906,4.7,-38375.0,-208319.0,0.6699999999999999,0.9906,,62980.01,KXBTC15M-26JUN182315-15,2026-06-19T03:00:00+00:00,2026-06-19T03:15:00+00:00
2026-06-19T03:18:00.649122+00:00,BUY NO (DOWN),NO,-288.9,0.9996,6.774,-2065900.0,-14010942.0,0.943,0.9996,,62445.97,KXBTC15M-26JUN182330-30,2026-06-19T03:15:00+00:00,2026-06-19T03:30:00+00:00
2026-06-19T03:19:58.147068+00:00,BUY NO (DOWN),NO,-218.8,0.9984,5.9,40210.0,-8695075.0,0.926,0.9984,,62520.92,KXBTC15M-26JUN182330-30,2026-06-19T03:15:00+00:00,2026-06-19T03:30:00+00:00
2026-06-19T03:33:01.750832+00:00,BUY NO (DOWN),NO,-36.0,0.9733,3.863,-68422.0,1217927.0,0.64,0.9733,,62782.19,KXBTC15M-26JUN182345-45,2026-06-19T03:30:00+00:00,2026-06-19T03:45:00+00:00
2026-06-19T03:48:25.018913+00:00,BUY NO (DOWN),NO,-21.84,0.955,3.39,-150668.0,-138905.0,0.5900000000000001,0.955,,62670.96,KXBTC15M-26JUN190000-00,2026-06-19T03:45:00+00:00,2026-06-19T04:00:00+00:00
2026-06-19T04:03:01.080969+00:00,BUY NO (DOWN),NO,-105.53,1.0,12.074,-142315.0,-1574645.0,0.79,1.0,,62667.99,KXBTC15M-26JUN190015-15,2026-06-19T04:00:00+00:00,2026-06-19T04:15:00+00:00
2026-06-19T04:18:22.396319+00:00,BUY NO (DOWN),NO,-31.99,0.9428,3.157,-107578.0,143428.0,0.58,0.9428,,62836.0,KXBTC15M-26JUN190030-30,2026-06-19T04:15:00+00:00,2026-06-19T04:30:00+00:00
2026-06-19T04:33:00.680695+00:00,BUY NO (DOWN),NO,-102.65,1.0,18.708,-259774.0,-456230.0,0.83,1.0,,62633.99,KXBTC15M-26JUN190045-45,2026-06-19T04:30:00+00:00,2026-06-19T04:45:00+00:00
2026-06-19T04:38:37.069646+00:00,BUY NO (DOWN),NO,-164.0,1.0,25.236,293731.0,-268959.0,0.948,1.0,,62568.0,KXBTC15M-26JUN190045-45,2026-06-19T04:30:00+00:00,2026-06-19T04:45:00+00:00
2026-06-19T04:52:15.145305+00:00,BUY NO (DOWN),NO,-25.71,0.998,5.762,-88013.0,260390.0,0.55,0.998,,62581.99,KXBTC15M-26JUN190100-00,2026-06-19T04:45:00+00:00,2026-06-19T05:00:00+00:00
2026-06-19T04:53:12.914913+00:00,BUY NO (DOWN),NO,-20.41,0.9787,4.054,-417619.0,-396350.0,0.6,0.9787,,62587.29,KXBTC15M-26JUN190100-00,2026-06-19T04:45:00+00:00,2026-06-19T05:00:00+00:00
2026-06-19T04:53:22.888672+00:00,BUY NO (DOWN),NO,-25.91,0.9951,5.163,-467450.0,-510837.0,0.63,0.9951,,62581.8,KXBTC15M-26JUN190100-00,2026-06-19T04:45:00+00:00,2026-06-19T05:00:00+00:00
2026-06-19T05:18:01.252727+00:00,BUY NO (DOWN),NO,-61.58,1.0,8.47,-163807.0,-492046.0,0.72,1.0,,62608.41,KXBTC15M-26JUN190130-30,2026-06-19T05:15:00+00:00,2026-06-19T05:30:00+00:00
2026-06-19T05:33:26.265608+00:00,BUY NO (DOWN),NO,-21.98,0.939,3.094,-48598.0,142229.0,0.53,0.939,,62594.01,KXBTC15M-26JUN190145-45,2026-06-19T05:30:00+00:00,2026-06-19T05:45:00+00:00
2026-06-19T05:36:43.579822+00:00,BUY NO (DOWN),NO,-23.98,0.9662,3.655,-154915.0,385731.0,0.64,0.9662,,62592.01,KXBTC15M-26JUN190145-45,2026-06-19T05:30:00+00:00,2026-06-19T05:45:00+00:00
2026-06-19T05:36:58.281128+00:00,BUY NO (DOWN),NO,-20.4,0.9438,3.175,-36723.0,452793.0,0.55,0.9438,,62595.6,KXBTC15M-26JUN190145-45,2026-06-19T05:30:00+00:00,2026-06-19T05:45:00+00:00
2026-06-19T06:18:01.296121+00:00,BUY NO (DOWN),NO,-63.98,1.0,11.418,-127353.0,137550.0,0.73,1.0,,62786.01,KXBTC15M-26JUN190230-30,2026-06-19T06:15:00+00:00,2026-06-19T06:30:00+00:00
2026-06-19T06:28:04.549992+00:00,BUY NO (DOWN),NO,-23.98,1.0,33.481,-79707.0,95204.0,0.6599999999999999,1.0,,62826.01,KXBTC15M-26JUN190230-30,2026-06-19T06:15:00+00:00,2026-06-19T06:30:00+00:00
2026-06-19T06:33:00.470539+00:00,BUY NO (DOWN),NO,-20.44,0.9862,4.407,-13549.0,206156.0,0.56,0.9862,,62818.94,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:35:09.987404+00:00,BUY NO (DOWN),NO,-26.29,0.9987,6.03,-29944.0,302768.0,0.6,0.9987,,62813.08,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:38:27.432892+00:00,BUY NO (DOWN),NO,-105.03,1.0,44.129,-116614.0,-300151.0,0.95,1.0,,62734.34,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:40:00.679258+00:00,BUY NO (DOWN),NO,-103.72,1.0,59.236,81165.0,-291159.0,0.95,1.0,,62735.65,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:40:09.515152+00:00,BUY NO (DOWN),NO,-99.38,1.0,60.186,127303.0,-234340.0,0.946,1.0,,62740.0,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:40:47.711981+00:00,BUY NO (DOWN),NO,-86.38,1.0,54.236,120613.0,-75076.0,0.95,1.0,,62752.99,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:40:54.150189+00:00,BUY NO (DOWN),NO,-86.39,1.0,55.931,140321.0,-50253.0,0.95,1.0,,62752.98,KXBTC15M-26JUN190245-45,2026-06-19T06:30:00+00:00,2026-06-19T06:45:00+00:00
2026-06-19T06:48:00.734494+00:00,BUY NO (DOWN),NO,-52.02,1.0,11.668,8871.0,33121.0,0.71,1.0,,62771.97,KXBTC15M-26JUN190300-00,2026-06-19T06:45:00+00:00,2026-06-19T07:00:00+00:00
2026-06-19T07:03:02.709787+00:00,BUY NO (DOWN),NO,-31.45,0.9996,6.718,-139776.0,-112592.0,0.6799999999999999,0.9996,,62862.62,KXBTC15M-26JUN190315-15,2026-06-19T07:00:00+00:00,2026-06-19T07:15:00+00:00
2026-06-19T07:10:36.717679+00:00,BUY NO (DOWN),NO,-69.26,1.0,38.071,-74074.0,-182033.0,0.949,1.0,,62824.82,KXBTC15M-26JUN190315-15,2026-06-19T07:00:00+00:00,2026-06-19T07:15:00+00:00
2026-06-19T07:11:21.671305+00:00,BUY NO (DOWN),NO,-42.84,1.0,26.566,82932.0,-60892.0,0.95,1.0,,62851.24,KXBTC15M-26JUN190315-15,2026-06-19T07:00:00+00:00,2026-06-19T07:15:00+00:00
2026-06-19T07:11:29.186804+00:00,BUY NO (DOWN),NO,-42.85,1.0,27.727,79469.0,-61362.0,0.949,1.0,,62851.23,KXBTC15M-26JUN190315-15,2026-06-19T07:00:00+00:00,2026-06-19T07:15:00+00:00
2026-06-19T07:11:41.529186+00:00,BUY NO (DOWN),NO,-42.85,1.0,30.007,39113.0,-57212.0,0.946,1.0,,62851.23,KXBTC15M-26JUN190315-15,2026-06-19T07:00:00+00:00,2026-06-19T07:15:00+00:00
2026-06-19T07:18:29.447855+00:00,BUY NO (DOWN),NO,-22.75,0.9443,3.185,-262538.0,-627708.0,0.76,0.9443,,62757.25,KXBTC15M-26JUN190330-30,2026-06-19T07:15:00+00:00,2026-06-19T07:30:00+00:00
2026-06-19T07:23:40.469766+00:00,BUY NO (DOWN),NO,-21.25,0.9996,6.705,-104417.0,-178613.0,0.88,0.9996,,62758.74,KXBTC15M-26JUN190330-30,2026-06-19T07:15:00+00:00,2026-06-19T07:30:00+00:00
2026-06-19T07:33:19.100102+00:00,BUY NO (DOWN),NO,-20.56,0.8854,2.404,208633.0,948346.0,0.51,0.8854,,62733.45,KXBTC15M-26JUN190345-45,2026-06-19T07:30:00+00:00,2026-06-19T07:45:00+00:00
2026-06-19T07:33:36.729893+00:00,BUY NO (DOWN),NO,-23.99,0.921,2.824,140061.0,1051945.0,0.56,0.921,,62730.01,KXBTC15M-26JUN190345-45,2026-06-19T07:30:00+00:00,2026-06-19T07:45:00+00:00
2026-06-19T07:48:47.445507+00:00,BUY NO (DOWN),NO,-21.97,0.8447,2.028,331413.0,2190840.0,0.51,0.8447,,62522.01,KXBTC15M-26JUN190400-00,2026-06-19T07:45:00+00:00,2026-06-19T08:00:00+00:00
2026-06-19T08:03:32.777837+00:00,BUY NO (DOWN),NO,-28.0,0.9984,5.901,-343173.0,474281.0,0.5800000000000001,0.9984,,62602.0,KXBTC15M-26JUN190415-15,2026-06-19T08:00:00+00:00,2026-06-19T08:15:00+00:00
2026-06-19T08:05:05.683969+00:00,BUY NO (DOWN),NO,-27.99,0.993,4.918,-119353.0,-47127.0,0.55,0.993,,62602.0,KXBTC15M-26JUN190415-15,2026-06-19T08:00:00+00:00,2026-06-19T08:15:00+00:00
2026-06-19T08:05:49.933978+00:00,BUY NO (DOWN),NO,-21.12,0.9834,4.26,153636.0,52796.0,0.55,0.9834,,62608.88,KXBTC15M-26JUN190415-15,2026-06-19T08:00:00+00:00,2026-06-19T08:15:00+00:00
2026-06-19T08:07:16.553357+00:00,BUY NO (DOWN),NO,-20.0,0.9866,4.427,48090.0,-48842.0,0.5700000000000001,0.9866,,62608.01,KXBTC15M-26JUN190415-15,2026-06-19T08:00:00+00:00,2026-06-19T08:15:00+00:00
2026-06-19T08:08:40.537393+00:00,BUY NO (DOWN),NO,-31.65,1.0,8.544,-206900.0,252225.0,0.56,1.0,,62596.01,KXBTC15M-26JUN190415-15,2026-06-19T08:00:00+00:00,2026-06-19T08:15:00+00:00
2026-06-19T08:09:46.246627+00:00,BUY NO (DOWN),NO,-26.0,1.0,8.815,-30263.0,1157.0,0.5900000000000001,1.0,,62597.55,KXBTC15M-26JUN190415-15,2026-06-19T08:00:00+00:00,2026-06-19T08:15:00+00:00
2026-06-19T08:18:00.197305+00:00,BUY NO (DOWN),NO,-43.5,0.9997,6.919,-23085.0,-75880.0,0.6599999999999999,0.9997,,62622.51,KXBTC15M-26JUN190430-30,2026-06-19T08:15:00+00:00,2026-06-19T08:30:00+00:00
2026-06-19T08:21:02.756169+00:00,BUY NO (DOWN),NO,-22.0,0.9911,4.739,-102875.0,-4405.0,0.54,0.9911,,62644.01,KXBTC15M-26JUN190430-30,2026-06-19T08:15:00+00:00,2026-06-19T08:30:00+00:00
2026-06-19T08:34:37.248258+00:00,BUY NO (DOWN),NO,-20.26,0.9542,3.374,158713.0,672683.0,0.54,0.9542,,62659.14,KXBTC15M-26JUN190445-45,2026-06-19T08:30:00+00:00,2026-06-19T08:45:00+00:00
2026-06-19T08:40:57.399688+00:00,BUY NO (DOWN),NO,-26.27,0.9996,6.769,-1242732.0,75832.0,0.51,0.9996,,62653.14,KXBTC15M-26JUN190445-45,2026-06-19T08:30:00+00:00,2026-06-19T08:45:00+00:00
2026-06-19T08:43:41.188315+00:00,BUY NO (DOWN),NO,-47.41,1.0,37.422,329264.0,-71953.0,0.922,1.0,,62631.99,KXBTC15M-26JUN190445-45,2026-06-19T08:30:00+00:00,2026-06-19T08:45:00+00:00
2026-06-19T08:44:04.987810+00:00,BUY NO (DOWN),NO,-27.4,1.0,30.475,266498.0,-222996.0,0.73,1.0,,62651.54,KXBTC15M-26JUN190445-45,2026-06-19T08:30:00+00:00,2026-06-19T08:45:00+00:00
2026-06-19T08:49:51.238204+00:00,BUY NO (DOWN),NO,-20.26,0.99,4.656,-204356.0,-169010.0,0.52,0.99,,62640.0,KXBTC15M-26JUN190500-00,2026-06-19T08:45:00+00:00,2026-06-19T09:00:00+00:00
2026-06-19T08:53:32.463845+00:00,BUY NO (DOWN),NO,-25.99,0.9999,7.547,-109661.0,-112113.0,0.56,0.9999,,62632.0,KXBTC15M-26JUN190500-00,2026-06-19T08:45:00+00:00,2026-06-19T09:00:00+00:00
2026-06-19T09:04:46.198664+00:00,BUY NO (DOWN),NO,-27.99,0.9893,4.603,-130153.0,664450.0,0.54,0.9893,,62578.01,KXBTC15M-26JUN190515-15,2026-06-19T09:00:00+00:00,2026-06-19T09:15:00+00:00
2026-06-19T09:21:04.104017+00:00,BUY NO (DOWN),NO,-22.01,0.9898,4.641,-192414.0,-351351.0,0.54,0.9898,,62410.42,KXBTC15M-26JUN190530-30,2026-06-19T09:15:00+00:00,2026-06-19T09:30:00+00:00
2026-06-19T09:26:56.290680+00:00,BUY NO (DOWN),NO,-20.54,1.0,8.862,-150338.0,-295955.0,0.52,1.0,,62410.01,KXBTC15M-26JUN190530-30,2026-06-19T09:15:00+00:00,2026-06-19T09:30:00+00:00
2026-06-19T09:48:53.023000+00:00,BUY NO (DOWN),NO,-22.28,0.9399,3.109,141202.0,874101.0,0.6699999999999999,0.9399,,62385.93,KXBTC15M-26JUN190600-00,2026-06-19T09:45:00+00:00,2026-06-19T10:00:00+00:00
2026-06-19T09:51:12.524711+00:00,BUY NO (DOWN),NO,-32.17,0.9875,4.481,831573.0,1883205.0,0.69,0.9875,,62380.0,KXBTC15M-26JUN190600-00,2026-06-19T09:45:00+00:00,2026-06-19T10:00:00+00:00
2026-06-19T09:56:47.119020+00:00,BUY NO (DOWN),NO,-20.28,1.0,11.996,-308031.0,94055.0,0.89,1.0,,62398.01,KXBTC15M-26JUN190600-00,2026-06-19T09:45:00+00:00,2026-06-19T10:00:00+00:00
2026-06-19T09:57:21.161815+00:00,BUY NO (DOWN),NO,-28.29,1.0,20.207,103456.0,-453072.0,0.9,1.0,,62390.0,KXBTC15M-26JUN190600-00,2026-06-19T09:45:00+00:00,2026-06-19T10:00:00+00:00
2026-06-19T09:58:11.208649+00:00,BUY NO (DOWN),NO,-20.87,1.0,21.266,-62888.0,-425283.0,0.901,1.0,,62397.42,KXBTC15M-26JUN190600-00,2026-06-19T09:45:00+00:00,2026-06-19T10:00:00+00:00
2026-06-19T10:18:00.530480+00:00,BUY NO (DOWN),NO,-114.0,1.0,12.483,-236164.0,-1917206.0,0.8200000000000001,1.0,,62435.99,KXBTC15M-26JUN190630-30,2026-06-19T10:15:00+00:00,2026-06-19T10:30:00+00:00
2026-06-19T10:25:09.318624+00:00,BUY NO (DOWN),NO,-108.0,1.0,33.564,-1147728.0,-1498759.0,0.9339999999999999,1.0,,62441.99,KXBTC15M-26JUN190630-30,2026-06-19T10:15:00+00:00,2026-06-19T10:30:00+00:00
2026-06-19T10:26:00.113708+00:00,BUY NO (DOWN),NO,-91.23,1.0,32.763,485942.0,-1100546.0,0.938,1.0,,62458.76,KXBTC15M-26JUN190630-30,2026-06-19T10:15:00+00:00,2026-06-19T10:30:00+00:00
2026-06-19T10:27:32.438517+00:00,BUY NO (DOWN),NO,-23.84,1.0,11.731,187523.0,-65951.0,0.6799999999999999,1.0,,62522.22,KXBTC15M-26JUN190630-30,2026-06-19T10:15:00+00:00,2026-06-19T10:30:00+00:00
2026-06-19T10:33:00.420583+00:00,BUY NO (DOWN),NO,-52.07,0.9991,6.215,-97277.0,-395696.0,0.71,0.9991,,62455.0,KXBTC15M-26JUN190645-45,2026-06-19T10:30:00+00:00,2026-06-19T10:45:00+00:00
2026-06-19T10:35:34.009368+00:00,BUY NO (DOWN),NO,-24.0,0.948,3.251,12813.0,-244674.0,0.6599999999999999,0.948,,62478.0,KXBTC15M-26JUN190645-45,2026-06-19T10:30:00+00:00,2026-06-19T10:45:00+00:00
2026-06-19T10:35:56.982819+00:00,BUY NO (DOWN),NO,-20.0,0.9468,3.228,3189.0,-144943.0,0.63,0.9468,,62476.0,KXBTC15M-26JUN190645-45,2026-06-19T10:30:00+00:00,2026-06-19T10:45:00+00:00
2026-06-19T10:41:55.789012+00:00,BUY NO (DOWN),NO,-72.02,1.0,30.621,-163993.0,-1395354.0,0.95,1.0,,62430.0,KXBTC15M-26JUN190645-45,2026-06-19T10:30:00+00:00,2026-06-19T10:45:00+00:00
2026-06-19T11:06:14.432165+00:00,BUY NO (DOWN),NO,-21.24,0.9814,4.168,-326118.0,-511995.0,0.5800000000000001,0.9814,,62512.0,KXBTC15M-26JUN190715-15,2026-06-19T11:00:00+00:00,2026-06-19T11:15:00+00:00
2026-06-19T11:07:43.215350+00:00,BUY NO (DOWN),NO,-53.23,1.0,8.469,-794316.0,-1196968.0,0.52,1.0,,62467.17,KXBTC15M-26JUN190715-15,2026-06-19T11:00:00+00:00,2026-06-19T11:15:00+00:00
2026-06-19T11:12:52.109500+00:00,BUY NO (DOWN),NO,-22.94,1.0,14.834,349731.0,1220777.0,0.83,1.0,,62510.31,KXBTC15M-26JUN190715-15,2026-06-19T11:00:00+00:00,2026-06-19T11:15:00+00:00
2026-06-19T11:18:00.718626+00:00,BUY NO (DOWN),NO,-37.99,0.976,3.955,-166302.0,-3782777.0,0.53,0.976,,62464.01,KXBTC15M-26JUN190730-30,2026-06-19T11:15:00+00:00,2026-06-19T11:30:00+00:00
2026-06-19T11:33:55.385668+00:00,BUY NO (DOWN),NO,-20.0,0.9782,4.035,-213319.0,-68232.0,0.64,0.9782,,62626.0,KXBTC15M-26JUN190745-45,2026-06-19T11:30:00+00:00,2026-06-19T11:45:00+00:00
